
****************************************************
*****************                  *****************
***********                              ***********
******                                        ******
***Job: LoadTCMIP started 31/Mar/2025 12:45:41PM****
******                                        ******
***********                              ***********
*****************                  *****************
****************************************************

Last Modified Date                    : 03/28/2025
Notebook/BF linked for test case      : 48741
Finished at                           : Mon Mar 31 12:45:53 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:45:53 EDT 2025
Creating test case for Row #          : 6150
Validation Time(ms)                   : 436
TC Validation status                  : PASS
Short Desc                            : DP - Meta Data Object
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate that the following meta data object fields are present: Id #New Sequential Notice ID# Type (cde_letter_type ="DP" ) Language priority (Use NORMAL)
Expected Results                      : Verify that the Meta Data Object is in the correct format and fields are present
Test Case ID for Row 6150             : 48742
Requirement ID                        : 38357.DP.030
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48742
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48742
Finished at                           : Mon Mar 31 12:45:57 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:45:57 EDT 2025
Creating test case for Row #          : 6151
Validation Time(ms)                   : 430
TC Validation status                  : PASS
Short Desc                            : DP - Non-CNS Languages
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : If a member is receiving an DP notice and has a language other than "en" for English, "es" for Spanish, "pt" for Portuguese, "zh" for Simplified Chinese, "ht" for Haitian Creole, "vi" for Vietnamese, then they should have default language preference of "en" for English.
Expected Results                      : Verify that the default language is set to "en"
Test Case ID for Row 6151             : 48743
Requirement ID                        : 38357.DP.035
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48743
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48743
Finished at                           : Mon Mar 31 12:46:02 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:02 EDT 2025
Creating test case for Row #          : 6152
Validation Time(ms)                   : 430
TC Validation status                  : PASS
Short Desc                            : DP - Default English
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : If a member has language preference set to "English", then "en" should be sent
Expected Results                      : Verify that "en" is sent for members with English language preference
Test Case ID for Row 6152             : 48744
Requirement ID                        : 38357.DP.035
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48744
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48744
Finished at                           : Mon Mar 31 12:46:06 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:06 EDT 2025
Creating test case for Row #          : 6153
Validation Time(ms)                   : 425
TC Validation status                  : PASS
Short Desc                            : DP - Non-English
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate a member receiving DP notice who has the language preference Spanish, Portuguese, Simplified Chinese, Haitian Creole and Vietnamese, should not send the value "en".  The value "es" for Spanish, "pt" for Portuguese, "zh" for Simplified Chinese, "ht" for Haitian Creole, "vi" for Vietnamese should be sent
Expected Results                      : Verify for value "es" for Spanish, "pt" for Portuguese, "zh" for Simplified Chinese, "ht" for Haitian Creole, "vi" for Vietnamese is sent as expected.
Test Case ID for Row 6153             : 48745
Requirement ID                        : 38357.DP.035
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48745
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48745
Finished at                           : Mon Mar 31 12:46:11 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:11 EDT 2025
Creating test case for Row #          : 6154
Validation Time(ms)                   : 446
TC Validation status                  : PASS
Short Desc                            : DP - Spanish Language
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for non-English written language two DP notices requests should be generated one for member in chosen written language SPANISH (for print types of REG, LRG and BRAILLE) and one for worker in English (no delivery and print type reg).  For any Active contact types (ERDI, ERDII &ERDIII) notices Should be generated  in English lang with print type REG for Non-English Languages-Spanish, Portuguese, Chinese, Haitian Creole, Vietnamese
Expected Results                      : Verify for non-English written language Spanish has two DP notices generated one for member in chosen written language (SPANISH) and one for worker in English (no delivery-REG) and active ERDs(REG) as expected.
Test Case ID for Row 6154             : 48746
Requirement ID                        : 38357.DP.040
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48746
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48746
Finished at                           : Mon Mar 31 12:46:16 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:16 EDT 2025
Creating test case for Row #          : 6155
Validation Time(ms)                   : 440
TC Validation status                  : PASS
Short Desc                            : DP - PT Language
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for non-English written language two DP notices requests should be generated one for member in chosen written language PORTUGUESE (for print types of REG, LRG and BRAILLE) and one for worker in English (no delivery and print type reg). For any Active contact types (ERDI, ERDII &ERDIII) notices should be generated in English lang  with print type REG. Non-English Languages-Spanish, Portuguese, Chinese, Haitian Creole, Vietnamese
Expected Results                      : Verify for non-English written language Portuguese has two DP notices generated one for member in chosen written language (PORTUGUESE) and one for worker in English (no delivery-REG) and active ERDS(REG)as expected.
Test Case ID for Row 6155             : 48747
Requirement ID                        : 38357.DP.040
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48747
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48747
Finished at                           : Mon Mar 31 12:46:21 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:21 EDT 2025
Creating test case for Row #          : 6156
Validation Time(ms)                   : 441
TC Validation status                  : PASS
Short Desc                            : DP - ZH Language
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for non-English written language two DP notices requests should be generated one for member in chosen written language Chinese (for print types of REG, LRG and BRAILLE) and one for worker in English (no delivery and print type reg). For any Active contact types (ERDI, ERDII &ERDIII) notices should generate in English lang  with print type REG. Non-English Languages-Spanish, Portuguese, Chinese, Haitian Creole, Vietnamese
Expected Results                      : Verify for non-English written language Chinese has two DP notices generated one for member in chosen written language (Chinese) and one for worker in English (no delivery) and active ERDS(REG)as expected.
Test Case ID for Row 6156             : 48748
Requirement ID                        : 38357.DP.040
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48748
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48748
Finished at                           : Mon Mar 31 12:46:25 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:25 EDT 2025
Creating test case for Row #          : 6157
Validation Time(ms)                   : 427
TC Validation status                  : PASS
Short Desc                            : DP - HT Language
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for non-English written language two DP notices requests should be generated one for member in chosen written language Haitian(for print types of REG, LRG and BRAILLE) and one for worker in English (no delivery and print type reg). For any Active contact types (ERDI, ERDII &ERDIII) notices should generate in English lang  with print type REG. Non-English Languages-Spanish, Portuguese, Chinese, Haitian Creole, Vietnamese
Expected Results                      : Verify for non-English written language Haitian has two DP notices requests generated one for member in chosen written language (Haitian) and one for worker in English (no delivery) and active ERDS(REG)as expected
Test Case ID for Row 6157             : 48749
Requirement ID                        : 38357.DP.040
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48749
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48749
Finished at                           : Mon Mar 31 12:46:30 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:30 EDT 2025
Creating test case for Row #          : 6158
Validation Time(ms)                   : 429
TC Validation status                  : PASS
Short Desc                            : DP - VI Language
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for non-English written language two DP notices requests should be generated one for member in chosen written language Vietnamese (for print types of REG, LRG and BRAILLE) and one for worker in English (no delivery and print type reg). For any Active contact types (ERDI, ERDII &ERDIII) notices should generate in English lang  with print type REG. Non-English Languages-Spanish, Portuguese, Chinese, Haitian Creole, Vietnamese
Expected Results                      : Verify non-English written language Spanish has two DP notices requests generated one for member in chosen written language (SPANISH) and one for worker in English (no delivery).
Test Case ID for Row 6158             : 48750
Requirement ID                        : 38357.DP.040
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48750
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48750
Finished at                           : Mon Mar 31 12:46:35 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:35 EDT 2025
Creating test case for Row #          : 6159
Validation Time(ms)                   : 457
TC Validation status                  : PASS
Short Desc                            : DP - Written Language
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate the members written Language is sending in JSON request not the primary language.  Note:MMIS stores both primary and written language
Expected Results                      : Verify members written language is sent in JSON as expected
Test Case ID for Row 6159             : 48751
Requirement ID                        : 38357.DP.045
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48751
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48751
Finished at                           : Mon Mar 31 12:46:40 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:40 EDT 2025
Creating test case for Row #          : 6160
Validation Time(ms)                   : 428
TC Validation status                  : PASS
Short Desc                            : DP - Recipient Object
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate Recipient object has data elements in JSON format : firstName  lastname("Unavailable" for ARD) middleName id (MMIS id) suffix type (NOTE: This is delivery type. A notice can be delivered via print, email, SMS or not delivered at all (allowable values for CNS "print", "email", "sms", "noDelivery") printType emailAddress phoneNumber mail_adr_strt_1 (Address) (member"s mailing address) mail_adr_strt_1(line1) mail_adr_strt_2(line 2) mail_adr_city(city) mail_adr_state(state) mail_adr_zip (zipcode) mail_adr_zip_4
Expected Results                      : Verify Recipient object has data elements in JSON format
Test Case ID for Row 6160             : 48752
Requirement ID                        : 38357.DP.050
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48752
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48752
Finished at                           : Mon Mar 31 12:46:45 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:45 EDT 2025
Creating test case for Row #          : 6161
Validation Time(ms)                   : 460
TC Validation status                  : PASS
Short Desc                            : DP- Paper for Text/SMS
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for a member, if the communication preference is set as TEXT/SMS (edelivery) then PAPER should be sent as default value.   The print type value can be REG,BRAILLE&LARGE for a member for edelivery (TEXT/SMS)  The default value PAPER is sent for edelivery until CNS Group-4 is implemented.
Expected Results                      : Verify members communication preference is set default value as PAPER for edelivery (TEXT/SMS).
Test Case ID for Row 6161             : 48753
Requirement ID                        : 38357.DP.055
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48753
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48753
Finished at                           : Mon Mar 31 12:46:50 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:50 EDT 2025
Creating test case for Row #          : 6162
Validation Time(ms)                   : 446
TC Validation status                  : PASS
Short Desc                            : DP - Paper for Email
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for a member if the communication preference is set as EMAIL (edelivery) then PAPER should be sent as default value.   The print type value can be REG, BRAILLE&LARGE for a member for edelivery(EMAIL)  The default value PAPER is sent for edelivery until CNS Group-4 is implemented.
Expected Results                      : Verify members communication preference is set default value as PAPER for edelivery (EMAIL).
Test Case ID for Row 6162             : 48754
Requirement ID                        : 38357.DP.060
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48754
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48754
Finished at                           : Mon Mar 31 12:46:54 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:54 EDT 2025
Creating test case for Row #          : 6163
Validation Time(ms)                   : 460
TC Validation status                  : PASS
Short Desc                            : DP- Print Type REG
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for a member if the communication preference is set as PAPER & Print type as Regular,then  send value as PAPER/PRINT and REG
Expected Results                      : Verify members delivery type is sent as Print & print type as REG as expected.
Test Case ID for Row 6163             : 48755
Requirement ID                        : 38357.DP.065
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48755
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48755
Finished at                           : Mon Mar 31 12:46:59 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:46:59 EDT 2025
Creating test case for Row #          : 6164
Validation Time(ms)                   : 470
TC Validation status                  : PASS
Short Desc                            : DP - Print Type LRG
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for a member if the communication preference is set as PAPER & Print type as LARGE,then send values as PAPER/PRINT and LRG
Expected Results                      : Verify members delivery type is sent as Print & print type as LRG as expected.
Test Case ID for Row 6164             : 48756
Requirement ID                        : 38357.DP.065
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48756
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48756
Finished at                           : Mon Mar 31 12:47:03 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:03 EDT 2025
Creating test case for Row #          : 6165
Validation Time(ms)                   : 441
TC Validation status                  : PASS
Short Desc                            : DP - Print Type BRAILLE
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate for a member if the communication preference is set as PAPER & Print type as BRAILLE  ,then  send values as PAPER/PRINT and BRAILLE
Expected Results                      : Verify members delivery type is sent as Print & print type as BRAILLE as expected.
Test Case ID for Row 6165             : 48757
Requirement ID                        : 38357.DP.065
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48757
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48757
Finished at                           : Mon Mar 31 12:47:08 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:08 EDT 2025
Creating test case for Row #          : 6166
Validation Time(ms)                   : 439
TC Validation status                  : PASS
Short Desc                            : DP - Default Paper
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate if there is no communication preference available from source system for a member then set default value as PAPER
Expected Results                      : Verify communication preference  is set as default paper if member has not selected any communication preference as expected.
Test Case ID for Row 6166             : 48758
Requirement ID                        : 38357.DP.070
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48758
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48758
Finished at                           : Mon Mar 31 12:47:13 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:13 EDT 2025
Creating test case for Row #          : 6167
Validation Time(ms)                   : 441
TC Validation status                  : PASS
Short Desc                            : DP - Default Print Type REG
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate if there is no Print type available from source system for a member then set default value as REGULAR.
Expected Results                      : Verify print type is set as default as REGULAR if member has not selected any print type as expected.
Test Case ID for Row 6167             : 48759
Requirement ID                        : 38357.DP.075
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48759
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48759
Finished at                           : Mon Mar 31 12:47:17 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:17 EDT 2025
Creating test case for Row #          : 6168
Validation Time(ms)                   : 454
TC Validation status                  : PASS
Short Desc                            : DP - All ARD Contact Types
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate that an DP notice is sent to all ARD contact types (ERD1, II, & III)
Expected Results                      : Verify that member"s ARD contacts receive an DP notice as expected
Test Case ID for Row 6168             : 48760
Requirement ID                        : 38357.DP.080
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48760
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48760
Finished at                           : Mon Mar 31 12:47:22 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:22 EDT 2025
Creating test case for Row #          : 6169
Validation Time(ms)                   : 432
TC Validation status                  : PASS
Short Desc                            : DP - ADR Line 2 Member
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate if a member receiving DP notice have address line 2 information, then tag should be sent in JSON recipient object.
Expected Results                      : Verify  tag is sent in JSON recipient object for a member if there is address line -2 as expected.
Test Case ID for Row 6169             : 48761
Requirement ID                        : 38357.DP.085
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48761
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48761
Finished at                           : Mon Mar 31 12:47:26 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:26 EDT 2025
Creating test case for Row #          : 6170
Validation Time(ms)                   : 499
TC Validation status                  : PASS
Short Desc                            : DP - ADR Line 2 ERD"s
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate if active ERDs receiving DP notice have address line 2 information, then tag should  be sent in JSON recipient object.
Expected Results                      : Verify tag is sent in JSON recipient object for active ARDS if there is address line -2 as expected.
Test Case ID for Row 6170             : 48762
Requirement ID                        : 38357.DP.086
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48762
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48762
Finished at                           : Mon Mar 31 12:47:30 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:30 EDT 2025
Creating test case for Row #          : 6171
Validation Time(ms)                   : 453
TC Validation status                  : PASS
Short Desc                            : DP - ADR Line 2 Worker
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate if a member receiving DP notice does have address line 2 information, then tag should  be sent in JSON recipient object for worker copy.
Expected Results                      : Verify tag is sent in JSON recipient object for worker copy if there is address line -2  for member as expected.
Test Case ID for Row 6171             : 48763
Requirement ID                        : 38357.DP.087
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48763
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48763
Finished at                           : Mon Mar 31 12:47:35 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:35 EDT 2025
Creating test case for Row #          : 6172
Validation Time(ms)                   : 442
TC Validation status                  : PASS
Short Desc                            : DP - Payload Object Member
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate the payload object created for DP recipient has data elements related to members in JSON format.  Member Name (listed as FirstName MiddleName LastName Suffix)(ARD Name (listed as Contact Name)) [Address Line 1] [Address Line 2] [City, State Zip code] Member ID: [MMIS ID] SSN: [XXX-XX- last four digits
Expected Results                      : Verify all data elements related to members are in PAYLOAD file in JSON format and printed out in Notice as expected
Test Case ID for Row 6172             : 48764
Requirement ID                        : 38357.DP.090
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48764
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48764
Finished at                           : Mon Mar 31 12:47:39 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:39 EDT 2025
Creating test case for Row #          : 6173
Validation Time(ms)                   : 441
TC Validation status                  : PASS
Short Desc                            : DP - Payload Object PMP
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate the payload object created for DP recipient has data elements related to ARD and PMP in JSON format. Attn: [ARD Name] Re: Notice sent to [ARD representee"s Name] [#MemberNameTitleCase#] [#PmpNameTitleCase#] [#DateDisenroll_eng#] [#PmpNameTitleCase#] [#PmpNameTitleCase#] [#PmpNameTitleCase#] [#PmpPhoneHash#]
Expected Results                      : Verify all data elements related to ARD and PMP are in PAYLOAD file in JSON format and printed out in Notice as expected
Test Case ID for Row 6173             : 48765
Requirement ID                        : 38357.DP.090
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48765
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48765
Finished at                           : Mon Mar 31 12:47:44 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:44 EDT 2025
Creating test case for Row #          : 6174
Validation Time(ms)                   : 438
TC Validation status                  : PASS
Short Desc                            : DP - Payload Mailing ADR
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate the payload object created for DP recipient has data elements related to Mailing address in JSON format. [Mailing Name] [Address Line 1] [Address Line 2] [City, State Zip code]
Expected Results                      : Verify all data elements related to Mailing address are in PAYLOAD file in JSON format and printed out in Notice as expected.
Test Case ID for Row 6174             : 48766
Requirement ID                        : 38357.DP.090
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48766
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48766
Finished at                           : Mon Mar 31 12:47:49 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:49 EDT 2025
Creating test case for Row #          : 6175
Validation Time(ms)                   : 427
TC Validation status                  : PASS
Short Desc                            : DP - Payload No SSN
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : Validate If there is no SSN present for the EC notice receipient/member, send the value as XXX-XX-blank
Expected Results                      : Verify that XXX-XX- is used for members with no SSN  Note: should be printed as Not Available in the NOTICE
Test Case ID for Row 6175             : 48767
Requirement ID                        : 38357.DP.090
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48767
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48767
Finished at                           : Mon Mar 31 12:47:53 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:53 EDT 2025
Creating test case for Row #          : 6176
Validation Time(ms)                   : 435
TC Validation status                  : PASS
Short Desc                            : DP-Address Line 2
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : select the member receiving notice does not have address line 2 information, do not send the line 2 tag in the JSON PAYLOAD object
Expected Results                      : Line 2 tag is not sent in the JSON PAYLOAD object as expected.
Test Case ID for Row 6176             : 48768
Requirement ID                        : 38357.DP.091
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48768
Notebook                              : 2025 CNS Group 1
Business Function                     : 2025 CNS Group 1
Notebook/BF linked for test case      : 48768
Finished at                           : Mon Mar 31 12:47:58 EDT 2025
*****************************************************************
Started at                            : Mon Mar 31 12:47:58 EDT 2025
Creating test case for Row #          : 6177
Validation Time(ms)                   : 466
TC Validation status                  : PASS
Short Desc                            : DP-Address Line 2
Env                                   : 8
Subsystem                             : Member Management
SAK Participant                       : 967
Owner                                 : TARUN ANNE
Grouping                              : Batch
Long Desc                             : select the ARD receiving notice does not have address line 2 information, do not send the line 2 tag in the JSON PAYLOAD object
Expected Results                      : Line 2 tag is not sent in the JSON PAYLOAD object as expected.
Test Case ID for Row 6177             : 48769
Requirement ID                        : 38357.DP.092
Requirement Type                      : Batch
SAK Requirement Type                  : 12
Requirement linked for test case      : 48769
Notebook                              : 2025 CNS Group 1
