
****************************************************
*****************                  *****************
***********                              ***********
******                                        ******
***Job: LoadTCMIP started 04/Dec/2023 12:16:00PM****
******                                        ******
***********                              ***********
*****************                  *****************
****************************************************

Last Modified Date                 : 09/13/2023
Validate TC SQL                    : select case when (select count(*) from requirement e where trim(e.id_req) = '99999.02.01') = 1 then 1 else 0 end as req, case when (select count(*) from subsystem_area f where trim(f.nam) = 'Managed Care') = 1 then 1 else 0 end as subsystem, case when (select count(*) from test_case_grouping g where trim(g.nam) = 'Batch') = 1 then 1 else 0 end as grpng, case when (select count(*) from groop h where trim(h.nam_group) = '2023 Pre-AWS Contingency Release') = 1 then 1 else 0 end as bf, case when (select count(*) from environment i where trim(i.ind_environment) = 'M') = 1 then 1 else 0 end as env from dual
Query Execution Time(ms)           : 48
Total No.of Columns fetched        : 5
Validation Time(ms)                : 511
Validation status                  : PASS
Short Desc                         : SR37335: Report MGD-0040-M copied to Mobius
Env                                : M
Subsystem                          : Managed Care
SAK Participant                    : 781
Owner                              : RAJESH VATTUMILLI
Grouping                           : Batch
Long Desc                          : Report MGD-0040-M from job MGDJM720 is generated and copied to Mobius.
Expected Results                   : Verify report MGD-0040-M from job MGDJM720 is generated successfully copied to Mobius.
Test Case ID for Row 4647          : 46754
Query Execution Time(ms)           : 63
Total No.of Columns fetched        : 1
Requirement ID                     : 99999.02.01
Query Execution Time(ms)           : 30
Total No.of Columns fetched        : 2
Requirement Type                   : Scan Remediation
SAK Requirement Type               : 26
Requirement linked for test case   : 46754
Link WI/Defect/CO                  : true
Notebook                           : 2023 Pre-AWS Contingency Release
Business Function                  : 2023 Pre-AWS Contingency Release
Notebook/BF linked for test case   : 46754
iWI/Defect/CO                      : 37335
iWI Type                           : Work Item
Work Item linked for test case     : 46754
Finished at                        : Mon Dec 04 12:16:40 EST 2023
*****************************************************************
Started at                         : Mon Dec 04 12:16:40 EST 2023
Creating test case for Row #       : 4648
Validate TC SQL                    : select case when (select count(*) from requirement e where trim(e.id_req) = '99999.02.01') = 1 then 1 else 0 end as req, case when (select count(*) from subsystem_area f where trim(f.nam) = 'Managed Care') = 1 then 1 else 0 end as subsystem, case when (select count(*) from test_case_grouping g where trim(g.nam) = 'Batch') = 1 then 1 else 0 end as grpng, case when (select count(*) from groop h where trim(h.nam_group) = '2023 Pre-AWS Contingency Release') = 1 then 1 else 0 end as bf, case when (select count(*) from environment i where trim(i.ind_environment) = 'M') = 1 then 1 else 0 end as env from dual
Query Execution Time(ms)           : 35
Total No.of Columns fetched        : 5
Validation Time(ms)                : 431
Validation status                  : PASS
Short Desc                         : SR37335: Report MGD-0040-M is split
Env                                : M
Subsystem                          : Managed Care
SAK Participant                    : 781
Owner                              : RAJESH VATTUMILLI
Grouping                           : Batch
Long Desc                          : Report MGD-0040-M from job MGDJM720 is split per provider and copied to POSC.
Expected Results                   : Verify report MGD-0040-M from job MGDJM720 is split per provider and copied to POSC.
Test Case ID for Row 4648          : 46755
Query Execution Time(ms)           : 77
Total No.of Columns fetched        : 1
Requirement ID                     : 99999.02.01
Query Execution Time(ms)           : 27
Total No.of Columns fetched        : 2
Requirement Type                   : Scan Remediation
SAK Requirement Type               : 26
Requirement linked for test case   : 46755
Link WI/Defect/CO                  : true
Notebook                           : 2023 Pre-AWS Contingency Release
Business Function                  : 2023 Pre-AWS Contingency Release
Notebook/BF linked for test case   : 46755
iWI/Defect/CO                      : 37335
iWI Type                           : Work Item
Work Item linked for test case     : 46755
Finished at                        : Mon Dec 04 12:16:51 EST 2023
****************************************************
                     Logged out                     
****************************************************



****************************************************
*****************                  *****************
***********                              ***********
******                                        ******
***Job: LoadTCMIP completed 04/Dec/2023 12:16:52PM**
******                                        ******
***********                              ***********
*****************                  *****************
****************************************************
